clip_id,n_words_committed,audio_sec,proc_sec,rtf,median_word_lat,p95_word_lat,streaming_wer,streaming_cer,reference,streamed
clip_020,71,30.03,124.64,4.151,67.353,92.64,0.2941,0.1019,u iva insomma qal malajr roberto hu kien winger tajjeb u allura l-bovis kien iħallih bi kwietu imma idit intom x' se tagħmlu sakemm hemm il-ħajja hekk it-tama u minkejja f' kulma jgħidu ftit huma dawk li ma jfittxux kenn waqt ħbit qawwi mill-ajru u kulħadd kien jistenna 'l xandru dieħel fuq l-idejn in-nannu tbissmilhom kellimhom bħas-soltu u ma semmielhom xejn dwar il-pipa tommy jaqbadha mill-polz u jgħolliha,u iva nsomma qal ma lhaj roberto hu kien winger tajjeb u allura l-bovis kien ħalih bi kwietu imma idet intom x' se tagħmlu sakemm hemm il-ħajja hekk it-tama u minn kejjeb f' kulma jgħidu ftit huma dawk li ma jfittxux ken waqt ħbid qawwi mill -għajru u kulħadd kien jinstenna l-xandru dieħel fuq l-idejn in-nannu tbissmilhom kellimhom bħas-soltu ma semmilhom xejn dwar il-pipa tomi jaqbada mill-polz u jgħolliha b' bie-ħas-soltu
clip_021,117,51.904,231.006,4.451,101.452,179.101,0.3162,0.0752,billi l-fammilja ta' tomi kienu jemmnu li kienet il-verità ma jifissirx li kellu jemmen huwa wkoll kristjan tgħidli xejn kemm qed issolvi problema tad-dinja s-ser qalet wendi lil mendi minn ġo din id-daħna fiddiena instema' leħen jgħid kelma waħda ġejsin imma ġo fih kellu s-selvaġiżmu ta' merħla imġewħa ta' buffalos qed jaqsmu s-sevena u jekk la waħda u lanqas l-oħra minħabba n-nuqqas ta' diċenza fil-bajjiet tagħkom żewġi qatta' ħitu jħares lejn nisa oħrajn toni bajjada kien ħiereġ mid-dar missieri ma nafx x' għamel għax dak l-affari jħobb iżommha mistura u kif għabet oħtu bħal ma kellhom bosta mill-qraba u l-ħbieb ta' farruġ wisq drabi saqsa u kulħadd kelma waħda jgħidlu li oħktu ħadd ma ħadha għajr it-torok,billi l-familja ta' tommy kienu jemnu li kienet il-verità ma jifissirx li kellu jemmen huwa wkoll kristjan tgħidli xejn kemmet tissolvi problema tad-din jgħasser qalet wendil il-mendi minn ġodin id-daħna fid-diena instema' leħen jgħid kelma waħda jason imma ġo fih kellu s -selvaġiżmu ta' merħla imġewħa ta' buffalos qed jaqsmu sevena u jekkla waħda u lanqas l-oħra minħamba n-noqqas ta' diċenza fil-bajjiet ta' ta' ħakom żewġ iqatta' ħitu iħares lejn lista oħrajn toni bajjada kien ħiereġ mid-dar missieri ma naf x' għamel għax dak l-affari jħobb iżommha mistura u kif għabet oħtu bħalma kellhom bosta mill-qraba u l-ħbieb ta' farruġ wisq drabi saqsa u kulħadd kelma waħda jgħidlu li joħdu ħadd ma' ħad għajr it-torok b' b'
clip_022,104,46.531,253.717,5.453,131.479,207.186,0.3298,0.1429,raqda twila re pankrazju kienu l-elf disa' mija tlieta u sittin inbdilt ħafna sakemm ma tridx noqogħdu għandi it-tifel kien qawwi u sħiħ ferrieħ u fuq ruħu kif dejjem kien u ġilju li kienu jwaslu l-friegħi tagħhom sa f' ħo ġorha ħosbiena għajnejha miksura pietru kien joqgħod jisma' p' attenzjoni kbira wili kien ta' sikwit iwaqqaf lin-nannu biex imerih fuq xi dettalji u jagħmilha tal-għaref qisu salamun it-tieni l-iskrivani fl-uffiċċju ta' missieri kienu kollha rġiel imma niftakar waħda ctajtista il-qamar kien fadallu aktar minn siegħa biex jitla' imma l-ajru kien ikħal daqs in-nir immorru,raqda twila re pankrazju kienu l -elf disa' mija tlieta u sittin inbdilt ħafna sakemm ma tridx noqdu għandi it -tifel kien qawwi u sħih ferriħ u fuq ir-ruħu kif dejjem kien u ġilju li kienu jwasslu l -frijaj tagħhom sa f' ħoġora ħosbiena għajnejha miksura pietru kien joqgħod jisma' b' attenzjoni kbira wieli kien ta' sikwitu waqaf lin-nannu biex imerih fuq xi dettaljiu jagħmilha tal-għaref qisu salamun it -tieni l-iskrivani fl-uffiċċi ta' missieri kienu kollha rġiel imma niftakar waħda ta' tajpista il-qamar kien fadallu aktar minn siegħa biex jitla' imma l-ajru kien ikħal daqs in-nir immorru biex il-ħar il-ħemm tal-kien il-kien il-kien il-ħill
clip_023,38,15.254,53.378,3.499,30.987,38.125,0.0833,0.0189,konna nsejħulu ġurdien u nieħdu gost nimbuttawh b' subgħajna u narawh jiġri fuq wiċċ il-mejda u x' nista' nagħmel jiena jinnotah illum u jinnotah għada ġonitin skopra li ġanni ma kienx qed juża t-tojlit ta' barra,konna nsejħulu ġurdien u nieħdu gost nimbuttawh b' subgħajna u narawh jiġri fuq wiċċ il -mejda u x' nista' nagħmel jiena jinnotah illum u jinnotah għada ġonitin skopra li ġanni ma kienx qed juża t-tojlit ta' barra b'
clip_024,73,41.131,203.257,4.942,79.125,162.126,0.3026,0.1018,interrogajtha l-ewwel nett għax uħud minnhom aħjar jibqgħu ma jinkitbux għajnejh magħluqin bi tbissima dgħajfa u d-daqqa li taha kienet qawwija mid-dehra għax ħadet skoss 'il quddiem u baqgħet nieżla mal-art tomi pietru baq-baxx pietru baxxa rasu mħasseb u baqa' sieket għal ftit kola ħassu jistħi jitkellem quddiemu tkellmu ftit iħarsilha f' għajnejha u jagħrafha dik itbissima li dejjem iġġiegħlu jistħi għax qisha qed tkellmu u tgħidlu affarijiet li huma għalih u naqqas il-logħob ma' ħuh,interrogajta l-ewwen nett għax iħud minnhom aħjar jibqgħu ma jinkitbux għajnejh magħluqin bit-tbissima dajfa d-daqqa li ta kienet qawwija mid-dehra għax ħadet skoss il-quddiem u baqgħet nieżla mal-art tomi pietru bax-baxx-pietru baxxa rasu mħasseb u baqa' sieket għal ftit kollha ħassu jisti jitkellem quddiemu tkellmu ftit iħarsilha f' għajnejha u jarrafha dik it-tbissima li dejjem iġġegħlu jisti għax qisha tkellmu u tgħidlu affarijiet li huma għalih u naqqas il-logħob magħuhqa' iġġegħu qa' iġġegġ
clip_025,96,50.84,261.801,5.149,64.009,209.516,0.266,0.0887,jattendi regolarment għal-laqgħat eċċt kien jingħata numri numru ta' punti bħala rigal il-ħsieb tagħhom kien li din l-għaqda tiġbor flimkien il-maltin kollha mferrxin mad-dinja biex tħeġġeġ fihom l-imħabba lejn ilsienna ta' kull filgħodu kont tarah ibakkar u jerħilha lejn l-għelieqi 'l barra mir-raħal bis-senter fuq spalltu u l-barżakka mdendla ma' qaddu il-bieb imsakkar u ma nistax nidħol kont nintefa' f' dal-ġnien abbandunat fejn kien hemm ħafna qtates u kont noqgħod nippritt-nippritikalhom dwar dan kollu tomi ma kien jaf xejn ajm bekk ħaj rumani għand emma kienu jmorru klijenti differenti taqsamhom fi ġranet skont tiphom,jattendi regolarment għall -aqqat eċċetra kien jingħata numri numru ta' punti bħala rigal il tagħhom kien li din l-aqda tiġbor flimkien il-maltin kollha inferxin mad-dinja biex tħeġġeġ fihom l-imħabba lejn il-siena ta' kull filgħodu kont ta' rah ibbakkar u jerħilha lejn il -bara mir-raħal bis-senter fuq spaltu u l-barżakka mdendla ma' qaddu il-bieb imsakkar u ma nistax nidħol kont nintefa' f' dal -ġnien abbandunat fejn kien hemm ħaf naqtates u kont noqgħod nippritħor nippritikalhom dwar dan kollu tommy ma kien jaf xejn i'm back ħaj rumani antema kienu jmorru klijenti differenti taqsamhom fi ġranet skont tiphom
clip_026,250,66.257,260.327,3.929,162.948,194.07,1.1805,0.4957,kontu hemm rajtu l-mejjet ġowżefin intasbet f' kantuniera tissindika is-sitwazzjoni waqt li manġon fetaħ il-fajl li kellu f'i f'idu u friska li x-xemx ma laħqitx saħħnet anke meta ħarġet minn wara s-sħab u l-ilma beda jiddi lewn il-għasel kull min kien fuq il-vapur resaq jiffolla lejn il-bibien daħħlulna fis-sala fejn jilqgħu n-nies u l-ewwel ħaġa li wrewna kienu l-vetrini mimlija bċejjeċ tal-gwerra kif dejjem tagħmel meta jkunu bilqiegħda haw flimkien jew kull meta jkunu fis-sodda hu rie qed hi ma tistax isib kwiet minħabba l-inħir tiegħu raw folla immarkati ggranfati f' xulxin b' xi rix tal-barbaġann itir madwarhom ma kellus wisq ma kellux wisq x' jagħmel ħlief meta kienu jiġu xi nies interessati biex jixtru l-post kamra hija din li tieħdok minn isfel għal fuq u bil-kontra fi ftit ħin ma nagħmlux mod,kont hu hemm rajtu il -mejjed ġowżefin intgħasbet f' kantu niera tis-sindika is-sitwazzjoni waqt li ma nġon fetaħ il-fajl li kellu f' idu u friska li x-xemx mal-aħqitx saħnet anke meta ħarġet miwara sħab u l-ilma beda jiddi lewn il-għasel kull minn kif fuq il-vapur resaq jiffolla lejn il-bibien daħħlulna f' is-sala fejn jilqgħu n-nies u lew il-ħaġa li wrewna kienu l-vetnies mini mimlija b' ċejjeġ tal-gwerra kif dejjem tagħmel meta jkunu bilqiegħda hawn flimkien jew kull meta jkunu fis-sodda u rieqed hi ma tistax is-sibkwiet minħabal in-inħir tiegħu raw folla immarkati igranfati f' xurxin b' xi riġ tal-barbaġan itir madwarhom ma kellux wisq ma kellux wisq x' jagħmel ħlief meta kienu jiġu xi nies interessati biex jistru l-post kamra hija għadhom din li tieħdok minn isfel għal fuq u bil-kontra fi ftit ħin ma lagħmlux mod fff f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f' f
clip_027,60,33.603,135.477,4.032,53.087,101.497,0.25,0.0776,tiċer u aktar tard dħalt il-kulleġġ tal-għalliema qisu qed jistaħba qagħad taħt il-wiċċ sa geddumu o binti qiegħda thewden xi darba niltaqgħu nieħdu drink flimkien xi tgħid qal lippu is-sinjura manini sejħet malajr lit-tabib tagħha grieg li kien ilu bosta snin malta u kien imsemmi wisq għal għerfu fejn nora qatt m' int se terġa' taħseb fija x' makakkerija dik,tiċer u aktar tard tħalt il -kulleġġ tal-għalliema qisu qed jistaħba qatt taħt il-wiċċ sa geddumu o binti qiegħda thewden xi darba niltaqgħu nidu drink flimkien xi tgħid għal lippu is-sinjura manini sejħet malajr lit-tabib tagħha grijek li kien ilu bosta snin malta u kien hemm għal erfu fejn nora qatt mint se rterġa' taħseb fija x' ma' kakkerija dik
clip_028,116,52.741,264.12,5.008,162.546,210.12,0.3364,0.1619,li tipproduċi din l-għoda xi wħud mill-istampi ħarġu skuri ż-żejjed beda jieħu nifsijiet twal biex jikkalma jew jarahom dejjem jew ma jarahom qatt lezz hev sam fann f' dik il-ħemda taqa' fuq kollox fl-aħħar sigħat qabel jisbaħ moħħ peter instema' ċar u luċidu baqgħet tilgħab bil-ħsieb għal ħin twil jiġru bla waqfien kienu telgħu l-għolja kollha u issa sabu rwieħhom sejrin lejn il-wardija jew forsi b' xi mod irnexxielek tikkonvinċi liż-żgħir ta' rapa kompla l-fiddien kellu xi jgħid ma' xi ħadd u f' nofs l-argument qabad it-trajengil tal-biljard u sabbatha mal-art u ġabha tnejn alexandra nsiet iż-żibeġ u l-fjuri ta' ġo xagħarha u kienet tqatta' l-ġranet maġenbu,li tproduċi din l-għodda xi ħud mill-istampi jħarġu skuri żżejjed u r -r-beda jieħu nifsijiet twal biex jikkalma jew jarahom dejjem jew ma jarahom qatt let's have some fun f' dik il-ħemda taqa' fuq kollox fl-aħħar sigħat qabel jisbaħ moħbiter instema' ċar u luċidu tilgħab bil-ħsieb għal ħin twil jiġru bla waqfien kienu tela' u l-għolja kollha u issa sa tabu u rwieħhom sejrin lejn il-wardija jew forsi b' xi mod irnexxielek tikkonvinċi l-iżżer ta' rapa kompla l -fiddiel kellu xi jgħid ma' xi ħadd u f' nofs l-argument qabad it-triangle tal-biljard u sabbatha mal-art u ġabha tnejn alexandra insied iż -żibeġ u l-fjuri ta' ġoxara u kienet tqattgħal ġranet maġenbu qed tgħidhom il-ġabhom il-ġabhom il-ġabha
clip_029,108,47.742,251.784,5.274,117.226,204.042,0.3814,0.2188,hemm xi ħaġa nteressanti staqsietha eni waqt li bdiet titfa' l-lożor u l-investi li kienet għadha kif qelgħet minn fuq is-sodda għal ġot-troli tal-bjankerija għall-ħasil sbatax it-tfal ta' ġannina għas-sajf il-kaptan tar-rikażli wiġi silatto spara kanun għal fuq ġifen franċiż li resaq lejn il-port iżżejjed estella ħarset lejn ix-xitla li kellha fil-ġnien imxebilka mal-ħajt li jagħti għal sqaq l-infern lanqas idea ta' x' ħin jista' sar issa intom kollha xhieda li jien ma kelli ebda tort f' dan li ġara qal lin-nies b' wiċċu jixgħel bi tbissima ta' sodisfazzjon nafu kemm ġoger jaħraq kaloriji waqt il-ġirja tiegħu,hemm xi ħaġa interessanti staqsietha eni waqt li bdiet titfgħal l-ożor il-investi li kienet għadha kif qedet minn fuq is-sodda għal ġo t-trolli tal-bjankerija l-ħasil sbatax it-tfal ta' ġannina s-sajf il-kaptan tarri kazli wiġi silatto spara kanun għal fuq ġifen franċis li resaq lejn il-port iżżejjed estella ħarsit lejn ix-xitla li kellha fil-ġnien imxebilka mal-ħajt li jagħti għal sqaq l-infern lanqas idejha ta' xħin jistasar issa intom kollha xhieda li jien ma kell li ebda tort f' dan li ġara qal in-nies b' wiċċu jixel bit-tbissima ta' sodisfazzjon nafu kemm ġoger jaħraq kaloriji waqt il-ġirja tiegħu b' niġun il-ġar ol-ġimgħa qagħad il-ġinħaqq il-ġar il-ġinwaqt il-ġenvaqt il-ġar il-ġinwaqt il-ħaħ
clip_030,134,58.295,233.791,4.01,111.26,175.495,0.4574,0.1879,biex immorru warajhom irridu nitilgħu 'l hinn 'il fuq u wrietu b' subgħajha liema naħa l-idea tagħna kienet ġiet milqugħa minn tarf s' ieħor itilha dik il-karba tagħha ħarset lejn sorra sgħira li kienet qiegħdet ftit qabel fuq ix-xriek tal-bisħa u qħabbżilha d-mugħ minn għajnejha sibt ruħi miexja lejn ta' ġorni u minn hemm ħadt in-niżla għall-wied bejn san ġwann u s-swieqi amerikani bdew jintilfu sikwit f' diskussjonijiet imqanqla dwar il-politka u filosofija li piter ma tantx seta' jieħu ħsehem fihom jum jumejn tlieta ilek ma tisma' mingħandu politaka-politikament ma konna naqblu f' xejn imma kont naf li kien ħabib sinċier u stajt nafda fl-irġulija tiegħu f' xi ħin ieħor qraw l-istejjer ferriħin tar-rejiet ta' qalbhom tajba u n-niestagħhom biela u smin u hawn ukoll nixtieq insemmi anedottu ċkejken,biex imor warajhom iridu nitilgħu lil fuq u riedu b' subgħajha limnaħa l-idea tagħna kienet ġiet mill-quwa minn tarf sieħor ħarġitilha dik il-karba tagħha ħarġet lejn sorra żgħira li kienet qiegħdet ftit qabel fuq ix -xriek tal-bitha u għabżilha dmugħ mingħajnejha sib truħ imieċja lejn ta' ġorni u minn hemm ħad tin-niżla l-wied bejn san ġwannu smieqi amerikani bdew jintilfu sikwit f' diskussjonijiet imqanqla dwar il-politka u filosofija li piter ma tantx seta' jieħu ħsehem fihom jum jumejn tlieta qielek ma tisma' min għandu politak-politikament ma konna naqblu xejn imma kon naf li kien ħabib finċier u stajt naf daf l-irġulija tiegħu f' xi ħin ieħor raw l-istejjer ferriħin tar-rejjiet ta' qalbhom tajba u nistaħhom bieżilgħu smin u hawn ukoll nixtien semmi għanedottu ċċejken biżħedid schrendejn ta' ġrugħman paqatx loosehom biex jgħax għandu parl
clip_031,178,49.185,234.049,4.759,161.208,184.865,1.0,0.6435,il-jum tal-erbgħa li għadda sitta u għoxrin ta' ġunju ġieb miegħu niket kbir għaliex fih inqerdu ħafna nies tax-xogħol kien għadni niflaħ nimxi dak iż-żmien l-arloġġ qatt ma jitreġġa' lura u negħmeż lin-neputija li tifhimni mill-ewwel u kemm jinsa malajr fejn jaqbillu il-ġid li tkun għamiltlu kontra kif taħsibha ssoltu nada ddeċidiet li ma toqgħodx iċċempillu minn qabel mustaċċi folti mibrumin 'il fuq nuċċali ta' ħġieġa waħda għaraftu f' tebqa t' għajn in-nannu salvu għall-biċċa l-kbira tal-maltin passiġġata fi triq ir-repubblika s-sibt filgħodu aktarx tfisser tislim lil diversi nies xħin ra dak l-ilma kollu ma kienx jaf x' se jaqbad jagħmel ma niftakarx,il-jum tal-erba li għadda sitta u għoxrinta ġunju ġib miegħu nikt-niktet kbir għal ix fih inqerdu ħafna nies tax -xogħol kien għadni niflaħ nimxi dak iż-żmien l-arloġġ qatt ma jtreġġa' lura u nemmet l-innepputija li tifhimni mill-ewwel kemm jilfama l-għajr fejn jaqbillu l-ġit li tkun għamiltlu kontra kif taħsibha s-soltu nada ddeċidiet li ma toqgħodx iċ-ċempillu minn qabel mustaċċi folti mibru min il-fuq nuċċal taħt ġiġa waħda għaraftu f' tebqa' t' għajn in-nannu salvu għall-biċċa l-kbira tal-maltin passiġġata fi triq ir-repubblika s-sibt filgħodu aktarx tfisser tislim lil diversi nies xħin ra dak l-ilma kollu ma kienx jafx se jaqbad jagħmel ma niftakarx biex tgħidx biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex biex bie
clip_032,49,18.441,104.238,5.653,34.675,85.798,0.1633,0.1767,kien għadu ma ġiex f' tiegħu mija fil-mija sakemm ħin minnhom tefa siequ f' dik li ħaseb li kienet għadira oħra marija ħass li seta' jgħid kollox jekk niflaħ nimxi jien hawn lest biex niġi magħkom u iżjed ma twalet it-triq warajhom iżjed ħarsu lura u daħqu b' xulxin,kien għadu ma ġiex f' tiegħu mija fil-mija sakemm ħin minnhom tefa' siequ f' dik li ħaseb li kienet għadira oħra marija ħass li seta' jgħad kollox jien niflaħ nimxi jien hawn lest biex niġi magħkom u iżjed matwaleġ it-triq tagħhom iżjed tħarsu lura u daħqu b' xulxin s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-slip
clip_033,94,46.474,172.231,3.706,55.085,119.677,0.3684,0.1063,iżda attur professjonali jagħmel kull sagrifiċċju għall-arti tiegħu u bla data tat-twelid taħt l-ittra kien hemm fil-ġenb miktub bħala tifkira il-feluga siefret minn malta fl-erbgħa u għoxrin ta' ottubru bil-barnuża ħamra u l-qoffa tiġġerra ġol-bosk tlaqqat is-smida mill-platti tal-orsijiet ħamsa u sittin serjetà u qalu li se jibdew jagħmlu l-għassa mara oħra issa mastru gerfex kien qiegħed jaqilgħu minn postu qabel jidħol jorqod biex min iċempillu billejl isibu engaged bla kliem bdew mexjin 'il fuq f' ringiela wieħed wara l-ieħor u lilu mbuttawh f' nofshom x' inhu skantat ħasbet bejnha u bejn ruħha audrey emindel,iżda t-tul professjonali jagħmel kull sagrifiċċju għall-arte tiegħu u bla data tat -twelid taħt l-ittra kien hemm fil-ġenb miktub bħala tifkira il-feluga siefret minn malta fl-erbgħoxrin tat-tugru bil-barnuża ħamra u l-qoffa tiġġerra ġol-bosk tlaqqa tismida mill-platti tal-għorsijiet ħamsa u sittin serja ta' u qallu li se jibdew jagħmlu l-għassa mar oħra issa mas-srugerfex kien qed jaqelgħu minn postu qabel jidħol jorqod biex min iġempillu bill-lejl isibu ingejżt bla kliem bdew mixjin ''il fuq fringiela wieħed wara l-ieħor u lilu mbuttawh f' nofsom x' inu skantat ħasbet bejn hawn bejn ruħha għodri hemm indel hemm
clip_034,68,20.99,156.192,7.441,86.976,135.202,0.8478,0.724,għax lill-irġiel ħallihom ftit waħedhom u dlonk jibdew isemmu dak x' għandu ma kienx ippreparat għal missila bħal dik ovvjament xogħol xi ġardinar tajjeb ħafna għax kien perfett it-tieġ kien wasal imma t-torok ġew malta u kien hemm bżonn li jieqaf kollox iżda b' differenza kbira,u l-ieħor ġużè stanjo wantufor x' m' għandux u dik ma kienx ippraparata għal missila bħal dik ovvjament xogħol xi ġar dinar tajjeb ħafna għax kien perfett it-tieġ kien wasal imma t-torok ġew malta u kien hemm bżonn li jaqaf kollox iżda b' differenza kbira f' siena b' siena m' siena ma t-trippin jgħalli ma t-trippin għalli min qed t-trippin qed t-trippin ma t-trippin ma t-trippin ma t-trippin
clip_035,91,49.801,207.548,4.168,70.98,157.747,0.3409,0.1537,bażilju ma qallibx malta kollha għaliha kienet tħobb tirrakkonta l-istejjer u l-ħrejjef li nibtu mid-danubju stejjer qodma u sbieħ xena wara l-oħra ġabet ċapċip li jtarrax il-kostumi laqqatniehom kif stajna tgħidx kemm qed nieħu gost għamlet sforz biex tqum titfi d-dawl neħħiet iz-żarbun minn saqajha u mteddet bil-ħwejjeġ b' kollox fuq is-sodda kemm ħasbitu iblah ommu għidli ma kif nista' nibqa' ngħix daż-żewġ ħajjiet jaħasra li ma kinux dawk il-ħġejjeġ li jkun jista' jgħix fl-akbar paċi tlaqna għajtet estella hi u nieżla t-taraġ biex jismagħha tommy u jitilqu,bażilju ma qallibx malta kollha liha kienet ħobb tirrakkonta li stejjer u l-ħrejjef li nibtu mid-danubju stejjer qodma u sbieħ kollha liha li tarrax il-kostumi laqqatniehom kif stajna tgħidx kemm qed nieħu gost għamlet sforż biex tqum titfi id -dawl neħħiet iżdarbu minn saqajha u mteddet bil-iwejjeġ f' kollox fis-sodda kemm ħasbitu iblah ommu għidli ma kif nista' nibqa' ngħix daż-żewġ ħajjiet jaħasra li ma kinux dawk il -ħġejjeġ li jkun jista' jgħix fl-akbar paċi tlaqna għajda testella u jien iżla' t-taraġ biex jismaħha tommy u jitilqu iħraqna t-trippi din il-ħinġ
clip_036,103,48.829,284.206,5.82,184.994,234.206,0.3564,0.1117,ħa nerġa' nidħol iltqajt mal-ħabib tiegħi alfred xon u petra kienu ttantaw xortihom biex jilbsu l-elmu u jippruvaw isuquh tħares lura lejn ħwejjiġha li ċkienu u ħalliethom fl-art fil-librerija t' anuba hawn fuq nuùr poġġa ktejjabimsaħħar bil-ħin iżda issa strieħ ħudu paċenzja bija imma m' iniex se nilgħab iżjed dwar dil-biċċa ma' victor qal de carlo inti għin lil ċarli u inti pawl irranġali dawn l-għarrin imsiemer kienet l-ewwel darba li stajt inħares bi sfida ġo dawk l-għajnejn ta' seqer bla ma nibża' minnhom u ħafna lgħobu attenzjonin biex tara x' tgħid u biex lil kulħadd ta tih li hu tiegħu,ħa nerġa' nidħol iltqajt mal-ħabib tiegħi alfred xon u petra kienu ttantaw xortihom biex jilbsu l -għelmu u jipprovaw is-suquh tħares lura lejn ħwejjiġa li ċkienu u ħalliethom fl-art fil -librarija ta' nuba hawn fuq nur poġġak ktejjeb imsaħħar bil-ħin iżda issa striħ ħudu paċenzja biha imma m' inix senilha iżjed dwar dil-biċċa ma' viktor qal de karlo inti jgħin lil ċarli u inti pawl ir-ranġali dawn l-għarin imsiemer kienet l-ewwel darba l-istajt inħares biss fida ġo dawk lajk l-għajnejn ta' seqer bla ma nibża' minnhom u ħafna għalob u attenzjoni biex tara x-tejt u biex lil kulħadd tagħtih li hu tiegħu s-s-s-s-s-s-s-s-s
clip_037,81,25.02,164.885,6.59,138.885,139.865,0.8889,0.6706,aħna dorna s-sular t' isfel kollu u ma rajnihiex kompla tommy milli qalli fhimt li l-bastimenti ingliżi ġew maħbutin minn xi laneċ żgħar taljani u minn qtajja' kbar ta' ajruplani ġermaniżi u ġarrbu ħafna ħsara imma bil-ħoss tax-xita il-pitirross bilkemm seta' jifhem xi jkun qed jgħidlu mejxi meta dan ikellmu minn ġol-għeluq ta' qoxortu,aħna dorna s-sular tisfel kollu u ma rajniehiex kompla tommy milli qalli fhimt l-il bastimenti ingliżi ġow maħbutin minn xilaneġ żgħar taljani u meqtajja kbar tajruplani f' ġermaniżi u ġarrbu ħafna ħsara imma bil-ħoss tax-xita il-pitirroż bil-kemm se tejjifhem xi jkun qed jgħidlu mejxi meta dan ikellmu minn ġoli luq ta' qoxxortumissi ġemmata u s-semtisla ma r reusem é l-kienal t-trippi ġemmata ta' ġemmata ta' ġesemtisla ma t-trippi paqtasla ta' ġemtisla tilbit niġi qed tuf-tifteca ta' ġemtisla ta' ġemtisla ta' ġemtisla
clip_038,103,46.219,286.527,6.199,187.955,240.308,0.5,0.2073,il-laqgħa sa tkun oriġinali minħabba li ħa tgħinna naraw l-istorja bil-maqlub kienet serratura kbira bil-ħadida tagħha forma ta' maqrut neħilsek minn dawk li meta tirrakkontalhom ċajta jkompluhielek huma u tħossok tiħmar bil-mistħija xi ħaġa qed tiċċaqlaq hawn jien hawn jien f' loku l-agħar ġurnata ta' ħajti qal spiteri huwa u jżarma l-pistola bl-id ta' espert u kieku jkolli ngħi anqas kien għadhom bejniethom b' dik il-ġibda ta' qabel forsi għax iżżommu b' wieħed tal-professjoni fejn jidħol it-tagħlim jew inkella għax m' għandhiex triq oħra minn fejn tgħaddi x' inhi dil-kamra staqsiet estella malta tal-ġurnata ta' qabel,il-laqgħa għasha tkunu riġinali minħabba li ħagħtejna naraw l-istorja bil-maqlub kienet serratura kbira bil-ħadida tagħha forma ta' maqrud neħilsek minn dawk li meta tirrakkontalhom ċajda ikomplu ile huma u tħossok tiħmar bil-mistħija xi ħaġa qed tiċċaqlaq hawn jien flokku l-għar ġurnata ta' ħajti għal spiteri huwa jiżar mal-pistola bl-id tal-espert hu kiku jkolli ngħid anqas kien għadhom bejn ilthom b' dik il-ġibda ta' qabel forsi għax iżommu b' wieħed tal -professjoni fejn jidħol it-tagħlim jonkella għax m' għandix triqom oħra minn fejn tgħaddi xi nidir kamra staqsijiet estella malta tal-ġurnata ta' qabeln b' dik il-ġimgħa qed b' niġi l-għidna ta' taħt il-taniq il-ġimgħa
clip_039,90,57.679,196.584,3.408,47.971,138.905,0.1848,0.1128,ir-ramel taħt saqajhom kien jinħass jikwi u meta rnexxielhom jiftħuhom mill-ġdid mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet ma kienx hemm bankijiet jew siġġijiet taf int qaxxruli xagħri xokkijiet solitri konfin konfajnment affarijiet hekk taf li mhux qiegħed f' postu tinsiex li qalbek ħadet battikata kbira mitejn wieħed u għoxrin ġenju ma jistax jissaporti l-pressa tagħfas dejjem iktar taħseb li qablek ma kellix nisa oħra jew,ir-ramel taħt saqajhom kien jinħass jikwi u mitra nnexxielhom jiftħuhom mill-ġdid mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet ma kienx hemm bankijiet jew siġġijiet taf int għax ruli xagħri xokkijiet solitri konfin-konfajnment affarijiet hekk taf li mhux qiegħed f' postu tinsiex li qalbek ħadet battikata kbira mitejn u għoxt inġenju ma jistax jissaporti l-pressa tagħfas dejjem iktar li qablek ma kellixx nisa oħrajjuħu l-kontrola u l-kontrola
