clip_id,word,audio_arrival_sec,commit_time_sec,word_latency_sec
clip_008,imdawwar,26.0,13.839,0.0
clip_008,bil-ħruq,26.0,13.839,0.0
clip_008,ikkuluriti,28.0,14.656,0.0
clip_008,sadanittant,30.0,15.882,0.0
clip_008,sal-ħelsien,30.0,15.882,0.0
clip_008,tar-ra,30.0,15.882,0.0
clip_008,kien,32.0,17.039,0.0
clip_008,ġa,32.0,17.039,0.0
clip_008,ħejja,32.0,17.039,0.0
clip_008,l-gida,32.0,17.039,0.0
clip_008,u,34.0,18.231,0.0
clip_008,kien,34.0,18.231,0.0
clip_008,se,34.0,18.231,0.0
clip_008,jmur,34.0,18.231,0.0
clip_008,bil-konven,34.0,18.231,0.0
clip_008,bil-mod,36.0,19.171,0.0
clip_008,il-mod,36.0,19.171,0.0
clip_008,id-dwiela,38.0,21.024,0.0
clip_008,ta',38.0,21.024,0.0
clip_008,l-għadira,38.0,21.024,0.0
clip_008,tal-siġra,38.0,21.024,0.0
clip_008,tas-sibt,38.0,21.024,0.0
clip_008,fuq,40.0,21.969,0.0
clip_008,il-komodina,40.0,21.969,0.0
clip_008,kellu,42.0,23.442,0.0
clip_008,statwa,42.0,23.442,0.0
clip_008,żgħira,42.0,23.442,0.0
clip_008,f'kaxxa,42.0,23.442,0.0
clip_008,tal-ħwejjeġ,42.0,23.442,0.0
clip_008,ġġ,43.975,24.266,0.0
clip_008,hekk,43.975,24.266,0.0
clip_009,ma,2.0,1.106,0.0
clip_009,xtaqx,2.0,1.106,0.0
clip_009,jagħtiha,2.0,1.106,0.0
clip_009,ċans,2.0,1.106,0.0
clip_009,li,2.0,1.106,0.0
clip_009,kollha,4.0,2.196,0.0
clip_009,għalfejn,4.0,2.196,0.0
clip_009,tpoġġi,4.0,2.196,0.0
clip_009,xi,4.0,2.196,0.0
clip_009,ħtija,4.0,2.196,0.0
clip_009,fuqha,6.0,3.031,0.0
clip_009,taxxa,6.0,3.031,0.0
clip_009,id-dixxiplina,8.0,4.348,0.0
clip_009,u,8.0,4.348,0.0
clip_009,l-ordni,8.0,4.348,0.0
clip_009,fit-tra,8.0,4.348,0.0
clip_009,kollox,10.0,5.212,0.0
clip_009,imfassal,10.0,5.212,0.0
clip_009,ħasbu,12.0,6.159,0.0
clip_009,kulħadd,12.0,6.159,0.0
clip_009,jgħodd,12.0,6.159,0.0
clip_009,regolamenti,14.0,7.162,0.0
clip_009,bla,14.0,7.162,0.0
clip_009,ħarġiet,14.0,7.162,0.0
clip_009,nispera,16.0,8.138,0.0
clip_009,li,16.0,8.138,0.0
clip_009,tħobbha,16.0,8.138,0.0
clip_009,ma,18.0,9.012,0.0
clip_009,tużaha,18.0,9.012,0.0
clip_009,għax,18.0,9.012,0.0
clip_009,qalek,20.0,9.903,0.0
clip_009,il-ħadd,20.0,9.903,0.0
clip_009,iżda,22.0,10.815,0.0
clip_009,kien,22.0,10.815,0.0
clip_009,tard,22.0,10.815,0.0
clip_009,wisq,22.0,10.815,0.0
clip_009,tant,24.0,12.036,0.0
clip_009,qiegħed,24.0,12.036,0.0
clip_009,fil-qrib,24.0,12.036,0.0
clip_009,l-i,24.0,12.036,0.0
clip_009,qed,24.0,12.036,0.0
clip_009,robert,26.0,12.889,0.0
clip_009,u,26.0,12.889,0.0
clip_009,kevin,26.0,12.889,0.0
clip_009,jċaqlaq,28.0,14.108,0.0
clip_009,rasu,28.0,14.108,0.0
clip_009,u,28.0,14.108,0.0
clip_009,jgħolli,28.0,14.108,0.0
clip_009,għax,30.0,15.256,0.0
clip_009,kulħadd,30.0,15.256,0.0
clip_009,qed,30.0,15.256,0.0
clip_009,jara,30.0,15.256,0.0
clip_009,n-noqli,30.0,15.256,0.0
clip_009,ta',32.0,16.02,0.0
clip_009,robert,32.0,16.02,0.0
clip_009,x'għar,34.0,17.054,0.0
clip_009,u,34.0,17.054,0.0
clip_009,każa,34.0,17.054,0.0
clip_009,nemmnu,36.0,18.236,0.0
clip_009,f'dak,36.0,18.236,0.0
clip_009,li,36.0,18.236,0.0
clip_009,rridu,36.0,18.236,0.0
clip_009,fejn,38.0,19.167,0.0
clip_009,hi,38.0,19.167,0.0
clip_009,mark,38.0,19.167,0.0
clip_009,delija,38.0,19.167,0.0
clip_009,joining,40.0,20.093,0.0
clip_009,the,40.0,20.093,0.0
clip_009,protesters,40.0,20.093,0.0
clip_009,sitt,42.0,21.084,0.0
clip_009,u,42.0,21.084,0.0
clip_009,ħamsin,42.0,21.084,0.0
clip_009,kif,42.0,21.084,0.0
clip_009,jien,42.0,21.084,0.0
clip_009,qalli,44.0,22.069,0.0
clip_009,jekk,44.0,22.069,0.0
clip_009,nieħu,44.0,22.069,0.0
clip_009,sehem,44.0,22.069,0.0
clip_009,tlielaq,46.0,23.198,0.0
clip_009,u,46.0,23.198,0.0
clip_009,nispiċċaw,46.0,23.198,0.0
clip_009,u,47.229,23.958,0.0
clip_009,finish,47.229,23.958,0.0
clip_010,inqabad,2.0,1.117,0.0
clip_010,fuq,2.0,1.117,0.0
clip_010,l-ajrudrom,2.0,1.117,0.0
clip_010,ta',2.0,1.117,0.0
clip_010,ħalqha,4.0,2.303,0.0
clip_010,x'bdew,4.0,2.303,0.0
clip_010,nixxar,4.0,2.303,0.0
clip_010,il-bombi,6.0,3.115,0.0
clip_010,iva,8.0,4.345,0.0
clip_010,l-eżamijiet,8.0,4.345,0.0
clip_010,kompliet,8.0,4.345,0.0
clip_010,missier,8.0,4.345,0.0
clip_010,ħalli,10.0,5.305,0.0
clip_010,jmur,10.0,5.305,0.0
clip_010,albumu,10.0,5.305,0.0
clip_010,għax,12.0,6.247,0.0
clip_010,l-għasja,12.0,6.247,0.0
clip_010,imma,14.0,7.177,0.0
clip_010,ommu,14.0,7.177,0.0
clip_010,ma,14.0,7.177,0.0
clip_010,kienx,14.0,7.177,0.0
clip_010,hemm,14.0,7.177,0.0
clip_010,kienet,16.0,8.3,0.0
clip_010,semgħet,16.0,8.3,0.0
clip_010,kemm,16.0,8.3,0.0
clip_010,x'xnieha,16.0,8.3,0.0
clip_010,nies,18.0,9.269,0.0
clip_010,ta',18.0,9.269,0.0
clip_010,triq,18.0,9.269,0.0
clip_010,dwar,18.0,9.269,0.0
clip_010,fuq,20.0,10.333,0.0
clip_010,il-baħar,20.0,10.333,0.0
clip_010,irrid,20.0,10.333,0.0
clip_010,malta,20.0,10.333,0.0
clip_010,iktar,22.0,11.21,0.0
clip_010,għajnejn,22.0,11.21,0.0
clip_010,jitkaxkaw,24.0,12.551,0.0
clip_010,u,24.0,12.551,0.0
clip_010,joqtlu,24.0,12.551,0.0
clip_010,bil-ħars,24.0,12.551,0.0
clip_010,imma,26.0,13.525,0.0
clip_010,pietru,26.0,13.525,0.0
clip_010,jserra,26.0,13.525,0.0
clip_010,ir-rammi,28.0,14.534,0.0
clip_010,l-injam,28.0,14.534,0.0
clip_010,bil-wiċċ,30.0,15.675,0.0
clip_010,tal-banketta,30.0,15.675,0.0
clip_010,kollha,30.0,15.675,0.0
clip_010,ma,32.0,16.637,0.0
clip_010,jirnexxilux,32.0,16.637,0.0
clip_010,eżatt,34.0,17.717,0.0
clip_010,f'daqqa,34.0,17.717,0.0
clip_010,imma,34.0,17.717,0.0
clip_010,xorta,34.0,17.717,0.0
clip_010,ta',36.0,18.85,0.0
clip_010,waħda,36.0,18.85,0.0
clip_010,għax,36.0,18.85,0.0
clip_010,it-tapp,36.0,18.85,0.0
clip_010,jibda,36.0,18.85,0.0
clip_010,kollox,38.0,19.569,0.0
clip_010,għal,38.0,19.569,0.0
clip_010,issa,38.792,20.213,0.0
clip_011,fejn,2.0,1.526,0.0
clip_011,il-bieb,2.0,1.526,0.0
clip_011,tal-ħadid,2.0,1.526,0.0
clip_011,il-bieb,2.0,1.526,0.0
clip_011,l-isfel,2.0,1.526,0.0
clip_011,minn,4.0,2.474,0.0
clip_011,fejn,4.0,2.474,0.0
clip_011,joħroġ,4.0,2.474,0.0
clip_011,joħ,4.0,2.474,0.0
clip_011,alla,6.0,3.261,0.0
clip_011,ħalli,6.0,3.261,0.0
clip_011,bierek,8.0,4.26,0.0
clip_011,ried,8.0,4.26,0.0
clip_011,għinni,8.0,4.26,0.0
clip_011,it-tjubija,10.0,5.494,0.0
clip_011,tiegħu,10.0,5.494,0.0
clip_011,għerf,10.0,5.494,0.0
clip_011,l-imħabba,12.0,6.511,0.0
clip_011,li,12.0,6.511,0.0
clip_011,kulħadd,12.0,6.511,0.0
clip_011,kellu,12.0,6.511,0.0
clip_011,għalih,12.0,6.511,0.0
clip_011,nisluha,14.0,7.675,0.0
clip_011,minn,14.0,7.675,0.0
clip_011,biża,14.0,7.675,0.0
clip_011,kbira,14.0,7.675,0.0
clip_011,fil-qalb,14.0,7.675,0.0
clip_011,gassu,16.0,8.627,0.0
clip_011,tal-gass,16.0,8.627,0.0
clip_011,madankollu,16.0,8.627,0.0
clip_011,kien,18.0,9.495,0.0
clip_011,juri,18.0,9.495,0.0
clip_011,ruħu,18.0,9.495,0.0
clip_011,il-bieb,20.0,10.76,0.0
clip_011,ta',20.0,10.76,0.0
clip_011,wara,20.0,10.76,0.0
clip_011,kien,20.0,10.76,0.0
clip_011,imqabbad,20.0,10.76,0.0
clip_011,irrid,22.0,12.023,0.0
clip_011,noħroġ,22.0,12.023,0.0
clip_011,minn,22.0,12.023,0.0
clip_011,din,22.0,12.023,0.0
clip_011,il-gaġġa,22.0,12.023,0.0
clip_011,minkejja,24.0,13.174,0.0
clip_011,l-i,24.0,13.174,0.0
clip_011,kont,24.0,13.174,0.0
clip_011,nitwaħx,24.0,13.174,0.0
clip_011,minnhom,26.0,14.643,0.0
clip_011,fil-sala,26.0,14.643,0.0
clip_011,u,26.0,14.643,0.0
clip_011,l-kamra,26.0,14.643,0.0
clip_011,tal-pranzu,26.0,14.643,0.0
clip_011,kelli,28.0,15.986,0.0
clip_011,l-permess,28.0,15.986,0.0
clip_011,nidħol,28.0,15.986,0.0
clip_011,x',28.0,15.986,0.0
clip_011,nixtieq,28.0,15.986,0.0
clip_011,telaq,30.0,17.113,0.0
clip_011,lura,30.0,17.113,0.0
clip_011,fuq,30.0,17.113,0.0
clip_011,l-imħaddda,30.0,17.113,0.0
clip_011,u,32.0,18.277,0.0
clip_011,ftit,32.0,18.277,0.0
clip_011,wara,32.0,18.277,0.0
clip_011,rimettiet,32.0,18.277,0.0
clip_011,fortuna,32.0,18.277,0.0
clip_011,ma',34.0,19.447,0.0
clip_011,l-art,34.0,19.447,0.0
clip_011,dak,34.0,19.447,0.0
clip_011,għall-ewwel,36.0,20.484,0.0
clip_011,darba,36.0,20.484,0.0
clip_011,tlift,36.0,20.484,0.0
clip_011,bil-kbir,38.0,21.465,0.0
clip_011,u,38.0,21.465,0.0
clip_011,int,38.0,21.465,0.0
clip_011,issa,38.0,21.465,0.0
clip_011,wieġbu,40.0,22.405,0.0
clip_011,bl-istess,40.0,22.405,0.0
clip_011,imma,42.0,23.399,0.0
clip_011,alla,42.0,23.399,0.0
clip_011,li,42.0,23.399,0.0
clip_011,jbierek,42.0,23.399,0.0
clip_011,tħallas,44.0,24.595,0.0
clip_011,nhar,44.0,24.595,0.0
clip_011,ta',44.0,24.595,0.0
clip_011,sibt,44.0,24.595,0.0
clip_011,gassru,44.0,24.595,0.0
clip_011,l-ispju,46.0,26.068,0.0
clip_011,tal-ħakkiem,46.0,26.068,0.0
clip_011,u,46.0,26.068,0.0
clip_011,l-għerq,46.0,26.068,0.0
clip_011,suldati,47.786,27.046,0.0
clip_011,li,47.786,27.046,0.0
clip_011,kellhom,47.786,27.046,0.0
clip_011,magħhom,47.786,27.046,0.0
clip_012,kif,2.0,1.091,0.0
clip_012,l-aġent,2.0,1.091,0.0
clip_012,kien,2.0,1.091,0.0
clip_012,qed,4.0,2.259,0.0
clip_012,jgħin,4.0,2.259,0.0
clip_012,lil,4.0,2.259,0.0
clip_012,dawk,4.0,2.259,0.0
clip_012,in-nies,4.0,2.259,0.0
clip_012,tajjeb,4.0,2.259,0.0
clip_012,tibqa',6.0,3.433,0.0
clip_012,tgħinhom,6.0,3.433,0.0
clip_012,hi,6.0,3.433,0.0
clip_012,issa,6.0,3.433,0.0
clip_012,kwarta,8.0,4.603,0.0
clip_012,bil-qajla,8.0,4.603,0.0
clip_012,il-ġewwa,10.0,6.438,0.0
clip_012,waslu,10.0,6.438,0.0
clip_012,sal-gżira,10.0,6.438,0.0
clip_012,żgħira,10.0,6.438,0.0
clip_012,u,12.0,7.725,0.0
clip_012,baqgħu,12.0,7.725,0.0
clip_012,daħlin,12.0,7.725,0.0
clip_012,fil-bajja,12.0,7.725,0.0
clip_012,zgħira,14.0,8.879,0.0
clip_012,li,14.0,8.879,0.0
clip_012,kien,14.0,8.879,0.0
clip_012,hemm,14.0,8.879,0.0
clip_012,quddiemhom,14.0,8.879,0.0
clip_012,għada,16.0,9.606,0.0
clip_012,ħawwad,18.0,11.023,0.0
clip_012,fil-ftuħ,18.0,11.023,0.0
clip_012,tal-ħalq,18.0,11.023,0.0
clip_012,bdejt,18.0,11.023,0.0
clip_012,ħallieq,20.0,11.867,0.0
clip_012,u,22.0,12.899,0.0
clip_012,jgħid,22.0,12.899,0.0
clip_012,fuq,22.0,12.899,0.0
clip_012,kemm,22.0,12.899,0.0
clip_012,bagħtha,22.0,12.899,0.0
clip_012,ġustizzja,24.0,13.865,0.0
clip_012,politika,24.0,13.865,0.0
clip_012,vjolenza,24.0,13.865,0.0
clip_012,fizika,26.0,14.885,0.0
clip_012,fuq,26.0,14.885,0.0
clip_012,kemm,26.0,14.885,0.0
clip_012,missier,26.0,14.885,0.0
clip_012,u,26.0,14.885,0.0
clip_012,trasferimenti,28.0,15.702,0.0
clip_012,politiċi,28.0,15.702,0.0
clip_012,wkoll,28.0,15.702,0.0
clip_012,u,30.0,16.542,0.0
clip_012,issa,30.0,16.542,0.0
clip_012,qegħdin,30.0,16.542,0.0
clip_012,tajjeb,30.0,16.542,0.0
clip_012,hemmx,32.0,17.44,0.0
clip_012,triq,32.0,17.44,0.0
clip_012,oħra,32.0,17.44,0.0
clip_012,ta',34.0,18.677,0.0
clip_012,min,34.0,18.677,0.0
clip_012,juri,34.0,18.677,0.0
clip_012,li,34.0,18.677,0.0
clip_012,t-tielet,34.0,18.677,0.0
clip_012,wieħed,34.0,18.677,0.0
clip_012,jerġa,34.0,18.677,0.0
clip_012,ma,36.0,19.605,0.0
clip_012,nibżax,36.0,19.605,0.0
clip_012,minn,36.0,19.605,0.0
clip_013,erika,2.0,1.088,0.0
clip_013,ma,2.0,1.088,0.0
clip_013,kellhiex,2.0,1.088,0.0
clip_013,il-wiċċ,2.0,1.088,0.0
clip_013,titlob,4.0,2.068,0.0
clip_013,lura,4.0,2.068,0.0
clip_013,kwadru,6.0,3.142,0.0
clip_013,li,6.0,3.142,0.0
clip_013,ma,6.0,3.142,0.0
clip_013,kienx,6.0,3.142,0.0
clip_013,aktar,6.0,3.142,0.0
clip_013,ta',6.0,3.142,0.0
clip_013,rikku,8.0,3.853,0.0
clip_013,u,10.0,4.631,0.0
clip_013,minnu,10.0,4.631,0.0
clip_013,fih,10.0,4.631,0.0
clip_013,inguterra,12.0,5.566,0.0
clip_013,tomme,12.0,5.566,0.0
clip_013,pellegrino,14.0,6.416,0.0
clip_013,u,14.0,6.416,0.0
clip_013,li,16.0,7.186,0.0
clip_013,kienu,16.0,7.186,0.0
clip_013,kollha,16.0,7.186,0.0
clip_013,m'd,18.0,8.167,0.0
clip_013,aħjar,18.0,8.167,0.0
clip_013,i,20.0,9.011,0.0
clip_013,make,20.0,9.011,0.0
clip_013,a,20.0,9.011,0.0
clip_013,move,20.0,9.011,0.0
clip_013,ix-xitwa,22.0,9.94,0.0
clip_013,tajba,22.0,9.94,0.0
clip_013,tajjeb,22.0,9.94,0.0
clip_013,ir-ross,24.0,11.296,0.0
clip_013,u,24.0,11.296,0.0
clip_013,hekk,24.0,11.296,0.0
clip_013,kif,24.0,11.296,0.0
clip_013,l-għassa,24.0,11.296,0.0
clip_013,ħarsa,26.0,12.372,0.0
clip_013,ħarsu,26.0,12.372,0.0
clip_013,l-isfel,26.0,12.372,0.0
clip_013,jillimgħuh,28.0,13.843,0.0
clip_013,il-mixi,28.0,13.843,0.0
clip_013,l-bebbux,28.0,13.843,0.0
clip_013,roberto,30.0,14.515,0.0
clip_013,beda,32.0,16.057,0.0
clip_013,jħossu,32.0,16.057,0.0
clip_013,t-tfittxija,32.0,16.057,0.0
clip_013,f'widna,32.0,16.057,0.0
clip_013,li,34.0,16.825,0.0
clip_013,kien,34.0,16.825,0.0
clip_013,ikun,34.0,16.825,0.0
clip_013,u,36.0,18.201,0.0
clip_013,din,36.0,18.201,0.0
clip_013,il-kreatura,36.0,18.201,0.0
clip_013,ħelwa,36.0,18.201,0.0
clip_013,ta'ħlewwa,36.0,18.201,0.0
clip_013,kif,38.0,19.317,0.0
clip_013,jitneħħa,38.0,19.317,0.0
clip_013,f'idejh,38.0,19.317,0.0
clip_013,tista,40.0,20.42,0.0
clip_013,tkun,40.0,20.42,0.0
clip_013,taf,40.0,20.42,0.0
clip_013,x'kien,40.0,20.42,0.0
clip_013,hemm,40.0,20.42,0.0
clip_013,mela,40.0,20.42,0.0
clip_013,għalija,42.0,21.116,0.0
clip_013,x-xemx,44.0,22.278,0.0
clip_013,kienet,44.0,22.278,0.0
clip_013,diġà,44.0,22.278,0.0
clip_013,waslet,44.0,22.278,0.0
clip_013,li,44.0,22.278,0.0
clip_013,din,46.0,23.271,0.0
clip_013,il-nofsinhar,46.0,23.271,0.0
clip_013,dak,48.0,24.604,0.0
clip_013,l-ħabta,48.0,24.604,0.0
clip_013,kont,48.0,24.604,0.0
clip_013,għadni,48.0,24.604,0.0
clip_013,żagħżugħ,48.0,24.604,0.0
clip_013,ta',50.0,25.607,0.0
clip_013,tmintax,50.0,25.607,0.0
clip_013,70,52.0,26.777,0.0
clip_013,u,52.0,26.777,0.0
clip_013,7,52.0,26.777,0.0
clip_013,ta,52.0,26.777,0.0
clip_013,',52.0,26.777,0.0
clip_013,l-għada,52.0,26.777,0.0
clip_013,tiġi,54.0,27.473,0.0
clip_013,for,54.0,27.473,0.0
clip_013,tosseks,55.153,28.22,0.0
clip_014,inħoss,2.0,1.02,0.0
clip_014,hawn,2.0,1.02,0.0
clip_014,il-ħin,2.0,1.02,0.0
clip_014,kollu,2.0,1.02,0.0
clip_014,tħares,4.0,1.861,0.0
clip_014,lejha,4.0,1.861,0.0
clip_014,nara,6.0,2.953,0.0
clip_014,li,6.0,2.953,0.0
clip_014,nobdi,6.0,2.953,0.0
clip_014,kull,6.0,2.953,0.0
clip_014,ordni,6.0,2.953,0.0
clip_014,li,8.0,4.231,0.0
clip_014,tniedi,8.0,4.231,0.0
clip_014,li,8.0,4.231,0.0
clip_014,nimxi,8.0,4.231,0.0
clip_014,fit-triq,8.0,4.231,0.0
clip_014,it-tajjeb,10.0,5.077,0.0
clip_014,jiġri,12.0,6.072,0.0
clip_014,minn,12.0,6.072,0.0
clip_014,art,12.0,6.072,0.0
clip_014,għal,12.0,6.072,0.0
clip_014,oħra,12.0,6.072,0.0
clip_014,u,12.0,6.072,0.0
clip_014,terġa',14.0,7.411,0.0
clip_014,lura,14.0,7.411,0.0
clip_014,wara,14.0,7.411,0.0
clip_014,l-gwerra,14.0,7.411,0.0
clip_014,lejn,16.0,8.351,0.0
clip_014,artek,16.0,8.351,0.0
clip_014,mimli,16.0,8.351,0.0
clip_014,id-dallijiet,18.0,9.557,0.0
clip_014,u,18.0,9.557,0.0
clip_014,mimli,18.0,9.557,0.0
clip_014,ġiħ,18.0,9.557,0.0
clip_014,meta,20.0,10.472,0.0
clip_014,mbagħad,20.0,10.472,0.0
clip_014,wara,20.0,10.472,0.0
clip_014,l-forma,20.0,10.472,0.0
clip_014,bdejt,22.0,11.395,0.0
clip_014,attendi,22.0,11.395,0.0
clip_014,għall-arti,24.0,12.247,0.0
clip_014,biss,24.0,12.247,0.0
clip_014,flimkien,24.0,12.247,0.0
clip_014,ma',26.0,13.265,0.0
clip_014,erba',26.0,13.265,0.0
clip_014,studenti,26.0,13.265,0.0
clip_014,oħra,26.0,13.265,0.0
clip_014,is-sur,28.0,14.298,0.0
clip_014,fenek,28.0,14.298,0.0
clip_014,silenzjuż,30.0,15.384,0.0
clip_014,li,30.0,15.384,0.0
clip_014,trid,30.0,15.384,0.0
clip_014,tifhem,30.0,15.384,0.0
clip_014,biex,32.0,16.221,0.0
clip_014,tisimgħu,32.0,16.221,0.0
clip_014,qabel,34.0,17.353,0.0
clip_014,bagħt,34.0,17.353,0.0
clip_014,l-aħħar,34.0,17.353,0.0
clip_014,bagalji,34.0,17.353,0.0
clip_014,ir-raħt,36.0,18.436,0.0
clip_014,li,36.0,18.436,0.0
clip_014,żgħir,36.0,18.436,0.0
clip_014,u,38.0,19.486,0.0
clip_014,għidtlu,38.0,19.486,0.0
clip_014,biex,38.0,19.486,0.0
clip_014,xi,38.0,19.486,0.0
clip_014,darba,38.0,19.486,0.0
clip_014,meta,40.0,20.301,0.0
clip_014,jikber,40.0,20.301,0.0
clip_014,imma,42.0,21.502,0.0
clip_014,kull,42.0,21.502,0.0
clip_014,meta,42.0,21.502,0.0
clip_014,ndokki,42.0,21.502,0.0
clip_014,t-tip,42.0,21.502,0.0
clip_014,x'imkien,44.0,22.42,0.0
clip_014,nisma',44.0,22.42,0.0
clip_014,ħadd,46.0,23.305,0.0
clip_014,ma,46.0,23.305,0.0
clip_014,jagħti,46.0,23.305,0.0
clip_014,kas,46.0,23.305,0.0
clip_014,il-mument,48.0,24.983,0.0
clip_014,tal-għeluq,48.0,24.983,0.0
clip_014,ta',48.0,24.983,0.0
clip_014,l-aħħar,48.0,24.983,0.0
clip_014,xahar,48.0,24.983,0.0
clip_014,sal-lamander,50.0,25.908,0.0
clip_014,u,52.0,27.389,0.0
clip_014,dan,52.0,27.389,0.0
clip_014,għaliex,52.0,27.389,0.0
clip_014,is-saltna,52.0,27.389,0.0
clip_014,tal-fira,52.0,27.389,0.0
clip_014,din,54.0,28.39,0.0
clip_014,tkun,54.0,28.39,0.0
clip_014,waslet,54.0,28.39,0.0
clip_014,fit-tar,54.0,28.39,0.0
clip_014,kien,56.0,29.193,0.0
clip_014,imgħadda,56.0,29.193,0.0
clip_014,għalih,58.0,30.08,0.0
clip_014,innifsu,58.0,30.08,0.0
clip_014,għax,58.0,30.08,0.0
clip_014,minflok,60.0,31.282,0.0
clip_014,il-ċanfira,60.0,31.282,0.0
clip_014,ta',60.0,31.282,0.0
clip_014,l,60.0,31.282,0.0
clip_014,sur,62.0,32.223,0.0
clip_014,borġ,62.0,32.223,0.0
clip_014,li,62.0,32.223,0.0
clip_014,pietru,62.0,32.223,0.0
clip_014,kien,64.0,33.469,0.0
clip_014,ħallieq,64.0,33.469,0.0
clip_014,rigal,64.0,33.469,0.0
clip_014,ta',64.0,33.469,0.0
clip_014,ħames,64.0,33.469,0.0
clip_014,xi,64.748,34.105,0.0
clip_015,kien,2.0,1.166,0.0
clip_015,qed,2.0,1.166,0.0
clip_015,jitħawwad,2.0,1.166,0.0
clip_015,u,2.0,1.166,0.0
clip_015,ma,2.0,1.166,0.0
clip_015,kellu,2.0,1.166,0.0
clip_015,l-ħsieb,4.0,2.277,0.0
clip_015,li,4.0,2.277,0.0
clip_015,joffri,4.0,2.277,0.0
clip_015,reżistenza,4.0,2.277,0.0
clip_015,wisq,6.0,3.038,0.0
clip_015,probabbli,6.0,3.038,0.0
clip_015,li,8.0,4.202,0.0
clip_015,kellhom,8.0,4.202,0.0
clip_015,il-kop,8.0,4.202,0.0
clip_015,tal-kopp,8.0,4.202,0.0
clip_015,fl-istokk,10.0,5.231,0.0
clip_015,antik,10.0,5.231,0.0
clip_015,u,10.0,5.231,0.0
clip_015,ħarġha,12.0,6.601,0.0
clip_015,fuq,12.0,6.601,0.0
clip_015,l-iskraffa,12.0,6.601,0.0
clip_015,forsi,12.0,6.601,0.0
clip_015,is-segretarju,14.0,7.706,0.0
clip_015,tal-familja,14.0,7.706,0.0
clip_015,kienet,16.0,8.682,0.0
clip_015,ma',16.0,8.682,0.0
clip_015,numru,16.0,8.682,0.0
clip_015,ta',16.0,8.682,0.0
clip_015,studenti,16.0,8.682,0.0
clip_015,li,18.0,9.85,0.0
clip_015,kienu,18.0,9.85,0.0
clip_015,ilhom,18.0,9.85,0.0
clip_015,bdew,18.0,9.85,0.0
clip_015,il-kors,18.0,9.85,0.0
clip_015,u,20.0,11.113,0.0
clip_015,li,20.0,11.113,0.0
clip_015,l-ħija,20.0,11.113,0.0
clip_015,ta',20.0,11.113,0.0
clip_015,dawk,20.0,11.113,0.0
clip_015,tal,20.0,11.113,0.0
clip_015,u,22.0,11.861,0.0
clip_015,ftit,22.0,11.861,0.0
clip_015,wara,22.0,11.861,0.0
clip_015,kienu,24.0,12.799,0.0
clip_015,ġew,24.0,12.799,0.0
clip_015,dawk,24.0,12.799,0.0
clip_015,it-tnejn,24.0,12.799,0.0
clip_015,u,26.0,13.643,0.0
clip_015,qaluli,26.0,13.643,0.0
clip_015,haw,26.0,13.643,0.0
clip_015,ok,28.0,14.291,0.0
clip_015,imma,30.0,15.506,0.0
clip_015,setgħu,30.0,15.506,0.0
clip_015,kienu,30.0,15.506,0.0
clip_015,ta',30.0,15.506,0.0
clip_015,l-air,30.0,15.506,0.0
clip_015,malta,30.0,15.506,0.0
clip_015,jien,32.0,16.265,0.0
clip_015,naf,32.0,16.265,0.0
clip_015,jew,32.0,16.265,0.0
clip_015,l-air,34.0,17.198,0.0
clip_015,marokk,34.0,17.198,0.0
clip_015,qattx,36.0,18.199,0.0
clip_015,l-istess,36.0,18.199,0.0
clip_015,riħ,36.0,18.199,0.0
clip_015,wara,38.0,19.103,0.0
clip_015,ftit,38.0,19.103,0.0
clip_015,l-istess,38.0,19.103,0.0
clip_015,terġa',39.912,20.101,0.0
clip_015,lura,39.912,20.101,0.0
clip_015,f'post,39.912,20.101,0.0
clip_016,ma,2.0,1.008,0.0
clip_016,kienx,2.0,1.008,0.0
clip_016,jaf,2.0,1.008,0.0
clip_016,kemm,2.0,1.008,0.0
clip_016,kien,2.0,1.008,0.0
clip_016,il-u,2.0,1.008,0.0
clip_016,ġo,4.0,2.136,0.0
clip_016,l-maġar,4.0,2.136,0.0
clip_016,imma,4.0,2.136,0.0
clip_016,kien,4.0,2.136,0.0
clip_016,qed,6.0,3.349,0.0
clip_016,iħoss,6.0,3.349,0.0
clip_016,li,6.0,3.349,0.0
clip_016,kien,6.0,3.349,0.0
clip_016,il-u,6.0,3.349,0.0
clip_016,ħafna,6.0,3.349,0.0
clip_016,knisja,8.0,4.039,0.0
clip_016,maħfra,10.0,4.839,0.0
clip_016,lil,10.0,4.839,0.0
clip_016,kulħadd,10.0,4.839,0.0
clip_016,kont,12.0,5.784,0.0
clip_016,idħak,12.0,5.784,0.0
clip_016,biha,12.0,5.784,0.0
clip_016,ried,14.0,7.015,0.0
clip_016,indaħħal,14.0,7.015,0.0
clip_016,idejja,14.0,7.015,0.0
clip_016,fil-buttuna,14.0,7.015,0.0
clip_016,tal-ġek,16.0,7.944,0.0
clip_016,tiegħu,16.0,7.944,0.0
clip_016,u,16.0,7.944,0.0
clip_016,ma,18.0,8.768,0.0
clip_016,tarax,18.0,8.768,0.0
clip_016,għima,18.0,8.768,0.0
clip_016,hekk,20.0,9.87,0.0
clip_016,kien,20.0,9.87,0.0
clip_016,iservi,20.0,9.87,0.0
clip_016,ġranet,20.0,9.87,0.0
clip_016,ma,22.0,10.869,0.0
clip_016,jaqras,22.0,10.869,0.0
clip_016,u,22.0,10.869,0.0
