clip_id,n_words_committed,audio_sec,proc_sec,rtf,median_word_lat,p95_word_lat,streaming_wer,streaming_cer,reference,streamed
clip_021,111,51.904,27.504,0.53,0.0,0.0,0.4188,0.1978,billi l-fammilja ta' tomi kienu jemmnu li kienet il-verità ma jifissirx li kellu jemmen huwa wkoll kristjan tgħidli xejn kemm qed issolvi problema tad-dinja s-ser qalet wendi lil mendi minn ġo din id-daħna fiddiena instema' leħen jgħid kelma waħda ġejsin imma ġo fih kellu s-selvaġiżmu ta' merħla imġewħa ta' buffalos qed jaqsmu s-sevena u jekk la waħda u lanqas l-oħra minħabba n-nuqqas ta' diċenza fil-bajjiet tagħkom żewġi qatta' ħitu jħares lejn nisa oħrajn toni bajjada kien ħiereġ mid-dar missieri ma nafx x' għamel għax dak l-affari jħobb iżommha mistura u kif għabet oħtu bħal ma kellhom bosta mill-qraba u l-ħbieb ta' farruġ wisq drabi saqsa u kulħadd kelma waħda jgħidlu li oħktu ħadd ma ħadha għajr it-torok,billi l-familja ta' tommy kienu jemmnu li kienet il-verita ma li kellu jemmen huwa wkoll christian tgħidli xejn kemm qed issolvi problema tad-dinja ser qal il-menti minn ġo din daħna fid-dinja nisma' l jgħid kelma waħda json imma fih kien hemm il-ħwawar ta' mergħa mġewġa buffalo qed jaqsmu s-sevenna u jekk la waħda u l-oħra l-oħra nuqqas ta' deċenza fil-bajjiet tagħkom żewġ jgħaddi ħajtu iħares lejn nisa oħrajn toni bajjada kien ħiereġ minn dar missier ma nafx x'għamel għax dawk l-affarijiet iħobb iżommha mistura u kif għabtu ħuh bħal ma kellu ħafna mill-qraba u l-ħbieb ta' farrow wisq drabi saqa u kulħadd kelma waħda jgħidlu li ħadd ma ħadet ħlief it-torok
clip_022,88,46.531,21.252,0.457,0.0,0.0,0.4255,0.2504,raqda twila re pankrazju kienu l-elf disa' mija tlieta u sittin inbdilt ħafna sakemm ma tridx noqogħdu għandi it-tifel kien qawwi u sħiħ ferrieħ u fuq ruħu kif dejjem kien u ġilju li kienu jwaslu l-friegħi tagħhom sa f' ħo ġorha ħosbiena għajnejha miksura pietru kien joqgħod jisma' p' attenzjoni kbira wili kien ta' sikwit iwaqqaf lin-nannu biex imerih fuq xi dettalji u jagħmilha tal-għaref qisu salamun it-tieni l-iskrivani fl-uffiċċju ta' missieri kienu kollha rġiel imma niftakar waħda ctajtista il-qamar kien fadallu aktar minn siegħa biex jitla' imma l-ajru kien ikħal daqs in-nir immorru,raqda twila re pankrat kienu l-ezempju disa' tlett u sittin inbidel ħafna sakemm ma tridx noqogħdu t-tfittxija kien qawwi u sħiħ ferħ u fuq ruħu kif dejjem kien u ġilju li kienu jwasslu l-ġir tagħhom ta' ħġar ħasbina għajnejha miksur pietru kien joqtlu attenzjoni kbira kien ta' spiss u waqaf lil nannu biex jmexxi fuq xi dettalji u jagħmel ta' l-għerf qisu salamm l-iskrivi ta' missieri kienu kollha rġiel imma niftakar waħda ta' tnejn il-qamar kien fadallu aktar minn siegħa biex imma l-ajru kien ħelu imma l-morr ħarġun
clip_023,33,15.254,7.24,0.475,0.0,0.0,0.3889,0.2311,konna nsejħulu ġurdien u nieħdu gost nimbuttawh b' subgħajna u narawh jiġri fuq wiċċ il-mejda u x' nista' nagħmel jiena jinnotah illum u jinnotah għada ġonitin skopra li ġanni ma kienx qed juża t-tojlit ta' barra,konna nsejħulu ġurdien u nieħdu gost nibtuha b'sbuħija u narawha jiġri fuq wiċċ il-wiċċ u x'nista ' nagħmel jiena illum u jinnota għada skopra li janni ma kienx qed j ta' toilet barra
clip_024,76,41.131,19.245,0.468,0.0,0.0,0.4605,0.2159,interrogajtha l-ewwel nett għax uħud minnhom aħjar jibqgħu ma jinkitbux għajnejh magħluqin bi tbissima dgħajfa u d-daqqa li taha kienet qawwija mid-dehra għax ħadet skoss 'il quddiem u baqgħet nieżla mal-art tomi pietru baq-baxx pietru baxxa rasu mħasseb u baqa' sieket għal ftit kola ħassu jistħi jitkellem quddiemu tkellmu ftit iħarsilha f' għajnejha u jagħrafha dik itbissima li dejjem iġġiegħlu jistħi għax qisha qed tkellmu u tgħidlu affarijiet li huma għalih u naqqas il-logħob ma' ħuh,interrogajtha l-ewwel nett għax xi wħud minnhom aħjar jibqgħu ma jinkitbux għajnejh mal-in bi tbissima dgħajfa u daqqa l-i ta' kienet hawn qawwija mill-dehra għax ħadet quddiem il-quddiem u baqgħet nixxieqa ma' l-art tommy pietru baxx pietru qiegħdu rasha mnikket u baqa' ċ-ċkejta ftit kollha ħassu jistħoqqlu jitkellem quddiemu tkellmu ftit iħaresha f'għajnejha u jara dik it-tbissima li dejjem ġelu jisti għax qisha qed tkellmu u tgħidlu affarijiet li huma u naqsa' l-għaliex logħob ma' ħu
clip_025,87,50.84,22.654,0.446,0.0,0.0,0.4149,0.2108,jattendi regolarment għal-laqgħat eċċt kien jingħata numri numru ta' punti bħala rigal il-ħsieb tagħhom kien li din l-għaqda tiġbor flimkien il-maltin kollha mferrxin mad-dinja biex tħeġġeġ fihom l-imħabba lejn ilsienna ta' kull filgħodu kont tarah ibakkar u jerħilha lejn l-għelieqi 'l barra mir-raħal bis-senter fuq spalltu u l-barżakka mdendla ma' qaddu il-bieb imsakkar u ma nistax nidħol kont nintefa' f' dal-ġnien abbandunat fejn kien hemm ħafna qtates u kont noqgħod nippritt-nippritikalhom dwar dan kollu tomi ma kien jaf xejn ajm bekk ħaj rumani għand emma kienu jmorru klijenti differenti taqsamhom fi ġranet skont tiphom,jattendu regolarment għall-q eċċetera kien numru ta' numri ta' punti il-ħsejjes tal-ġebel tagħhom kien li din l-għaqda flimkien il-maltin kollha mxerrda mad-dinja biex fihom l-imħabba lejn il-lingwa filgħodu kont narawh ibakkar u ħila lejn il-ħalli barra mill-raħal b'senter fuq spalla u l-barzakkak mdawla ma' qadd il-bieb imsakkar u ma nistax nidħol kont nintefa' f'dal ġnien abbandunat fejn kien hemm ħafna qtates u kont noqgħod nippritti nippritika lilhom dwar dan kollu tommy ma kien jaf xejn i'm back hi rumani kienu jmorru klijenti differenti taqsamhom fil-ġranet skont tip
clip_026,125,66.257,30.45,0.46,0.0,0.0,0.3835,0.182,kontu hemm rajtu l-mejjet ġowżefin intasbet f' kantuniera tissindika is-sitwazzjoni waqt li manġon fetaħ il-fajl li kellu f'i f'idu u friska li x-xemx ma laħqitx saħħnet anke meta ħarġet minn wara s-sħab u l-ilma beda jiddi lewn il-għasel kull min kien fuq il-vapur resaq jiffolla lejn il-bibien daħħlulna fis-sala fejn jilqgħu n-nies u l-ewwel ħaġa li wrewna kienu l-vetrini mimlija bċejjeċ tal-gwerra kif dejjem tagħmel meta jkunu bilqiegħda haw flimkien jew kull meta jkunu fis-sodda hu rie qed hi ma tistax isib kwiet minħabba l-inħir tiegħu raw folla immarkati ggranfati f' xulxin b' xi rix tal-barbaġann itir madwarhom ma kellus wisq ma kellux wisq x' jagħmel ħlief meta kienu jiġu xi nies interessati biex jixtru l-post kamra hija din li tieħdok minn isfel għal fuq u bil-kontra fi ftit ħin ma nagħmlux mod,kont u hemm rajtu joseph inħasset f'kantuniera is-sitwazzjoni waqt li john fetaħ il-fajl li kellu fih u friska ix-xemx ma laħqetx ħasra anke meta ħarġet minn wara sħab u l-ilma beda jdi u l-għasel kull min kien fuq il-vapur resaq folla lejn il-bibien daħħalna fis-sala jilqgħu n-nies u l-ewwel li wrewna kienu l-vetri mimlija bċejjeċ tal-gwerra kif deher dejjem taħdem meta jkunu bl-adam fl-għada flimkien jew kull meta jkunu fis-salar u rqajt hi ma tistax issib kwiet minħabba l-inħawi tiegħu raw folla immarkata iggranfati f'xulxin xi xbieha tal-barbaġan jittajjar dwarhom ma kellux wisq ma kellux wisq x'jagħmel ħlief meta kien jiġu xi nies interessati biex jixtru l-post kamra hija d-dar li tieħu minn isfel għal fuq u bil-kuntrarju fi ftit ħin ma nagħmlux mod u
clip_027,54,33.603,13.938,0.415,0.0,0.0,0.4667,0.241,tiċer u aktar tard dħalt il-kulleġġ tal-għalliema qisu qed jistaħba qagħad taħt il-wiċċ sa geddumu o binti qiegħda thewden xi darba niltaqgħu nieħdu drink flimkien xi tgħid qal lippu is-sinjura manini sejħet malajr lit-tabib tagħha grieg li kien ilu bosta snin malta u kien imsemmi wisq għal għerfu fejn nora qatt m' int se terġa' taħseb fija x' makakkerija dik,teacher u aktar tard daħlet il-kulleġġ tal-kulleġġ qisha qed ħabiba qatt taħt il-wiċċ sagħadung bint qed tgħaġġel xi darba niltaqgħu nieħdu drink flimkien xi tgħid ħallib sinjur manini sejjaħ malajr it-tabib tagħha grieg kien ilu ħafna snin malta u kien imsemmi wisq għal għerf fejn wara qatt ma terġa' taħseb x'ma ma kerri ad-dik
clip_028,110,52.741,27.427,0.52,0.0,0.0,0.5327,0.2954,li tipproduċi din l-għoda xi wħud mill-istampi ħarġu skuri ż-żejjed beda jieħu nifsijiet twal biex jikkalma jew jarahom dejjem jew ma jarahom qatt lezz hev sam fann f' dik il-ħemda taqa' fuq kollox fl-aħħar sigħat qabel jisbaħ moħħ peter instema' ċar u luċidu baqgħet tilgħab bil-ħsieb għal ħin twil jiġru bla waqfien kienu telgħu l-għolja kollha u issa sabu rwieħhom sejrin lejn il-wardija jew forsi b' xi mod irnexxielek tikkonvinċi liż-żgħir ta' rapa kompla l-fiddien kellu xi jgħid ma' xi ħadd u f' nofs l-argument qabad it-trajengil tal-biljard u sabbatha mal-art u ġabha tnejn alexandra nsiet iż-żibeġ u l-fjuri ta' ġo xagħarha u kienet tqatta' l-ġranet maġenbu,l-i tipproduċi din l-għodda xi wħud mill-istampi ħarġu skur wisq b'hekk il-qaddis ta 'l-għalqa tal-ġebel u l-ħwejjeġ jieħu nifs twil biex jikkalma ġewwa dejjem jew ma jarahomx qatt let's have some fun f'dik il-ħemda taqa fuq kollox fl-aħħar sigħat qabel jispiċċa moħħ pietru jinstema' ċar u luċidu baqa' tlabt il-ħaseb għal hin twil jiġri bla waqfien kienu telgħu l-għoli kollha u issa u rwieħhom sejrin lejn il-wardi jew fil-ħwienet forsi b'xi mod irnexxielek tikkonvinċi ta' rappa kompliet il-fidi ħalli x'jagħmel jgħid ma' xi ħadd u f'nofs l-argument it-trijanglu tal-biljard u ħabbatha mal-art u ġab żewġ aleksandra nżomm il-zebgħa u l-fjuri ta' ġo xara u kien kienet tqatta' ġranet maġenbu mħabbat
clip_029,83,47.742,21.755,0.456,0.0,0.0,0.5361,0.2674,hemm xi ħaġa nteressanti staqsietha eni waqt li bdiet titfa' l-lożor u l-investi li kienet għadha kif qelgħet minn fuq is-sodda għal ġot-troli tal-bjankerija għall-ħasil sbatax it-tfal ta' ġannina għas-sajf il-kaptan tar-rikażli wiġi silatto spara kanun għal fuq ġifen franċiż li resaq lejn il-port iżżejjed estella ħarset lejn ix-xitla li kellha fil-ġnien imxebilka mal-ħajt li jagħti għal sqaq l-infern lanqas idea ta' x' ħin jista' sar issa intom kollha xhieda li jien ma kelli ebda tort f' dan li ġara qal lin-nies b' wiċċu jixgħel bi tbissima ta' sodisfazzjon nafu kemm ġoger jaħraq kaloriji waqt il-ġirja tiegħu,hemm xi ħaġa interessanti i staqsiet għajnejk l-investiment li kienet għadha ħarġet min-n fuq is-sodda għall-ġett tal-bjankerija ħasil sebgħatax it-tfal ta' ġannina sajf il-kaptan rikazzi lattat spara kanun fuq ġibien franċiż li resq il-port izzejjed estella ħares lejn ix-xita l-i l-i kellha fil-ġnien bil-ħajt li jagħti l-ħalq l-infern lanqas idea ta' xiex jista jsir issa intom kollha xhieda l-i jien ma kelli l-ebda tort f'dan li ġara qal li n-nies b'wiċċu u jċaqlaq ta' sodisfazzjon naf kemm jogger jaħarqu kalorija waqt il-ġirja tiegħu
clip_030,119,58.295,27.554,0.473,0.0,0.0,0.5039,0.2608,biex immorru warajhom irridu nitilgħu 'l hinn 'il fuq u wrietu b' subgħajha liema naħa l-idea tagħna kienet ġiet milqugħa minn tarf s' ieħor itilha dik il-karba tagħha ħarset lejn sorra sgħira li kienet qiegħdet ftit qabel fuq ix-xriek tal-bisħa u qħabbżilha d-mugħ minn għajnejha sibt ruħi miexja lejn ta' ġorni u minn hemm ħadt in-niżla għall-wied bejn san ġwann u s-swieqi amerikani bdew jintilfu sikwit f' diskussjonijiet imqanqla dwar il-politka u filosofija li piter ma tantx seta' jieħu ħsehem fihom jum jumejn tlieta ilek ma tisma' mingħandu politaka-politikament ma konna naqblu f' xejn imma kont naf li kien ħabib sinċier u stajt nafda fl-irġulija tiegħu f' xi ħin ieħor qraw l-istejjer ferriħin tar-rejiet ta' qalbhom tajba u n-niestagħhom biela u smin u hawn ukoll nixtieq insemmi anedottu ċkejken,biex immorru warajhom irridu nitkellmu fuq il-fuq u ried u barra l-imna l-idea tagħna kienet ġiet milqugħa t-tarf ieħor ġibilha dik il-karba tagħha ħarġet lejn sorra żgħira li kienet qajmet ftit qabel fuq ix-xiri tal-bċ u abblija ħdmi minn għajnejna x'għamlu -sibt li hemm xi ħaġa ta' ġorni u minn hemm ħadt l-għawwiġ bejn san ġwanni u swieqi l-amerikani bdew jitilfu spiss f'diskussjonijiet dwar il-politika u filosofija li pietru ma tantx jieħu sehem fihom jum jumejn tlieta ilek ma tistax imma min għandu politikament ma konna naqblu xejn imma kont naf li kien u stajt nafda fil-ġirja xi ħinijiet jaraw l-istejjer ferħan tar-reġiet ta' qalbhom tajba u nies tagħhom biddlu zmien u hawn ukoll nixtieq insemmi anedott żgħir u
clip_031,103,49.185,24.988,0.508,0.0,0.0,0.4951,0.2764,il-jum tal-erbgħa li għadda sitta u għoxrin ta' ġunju ġieb miegħu niket kbir għaliex fih inqerdu ħafna nies tax-xogħol kien għadni niflaħ nimxi dak iż-żmien l-arloġġ qatt ma jitreġġa' lura u negħmeż lin-neputija li tifhimni mill-ewwel u kemm jinsa malajr fejn jaqbillu il-ġid li tkun għamiltlu kontra kif taħsibha ssoltu nada ddeċidiet li ma toqgħodx iċċempillu minn qabel mustaċċi folti mibrumin 'il fuq nuċċali ta' ħġieġa waħda għaraftu f' tebqa t' għajn in-nannu salvu għall-biċċa l-kbira tal-maltin passiġġata fi triq ir-repubblika s-sibt filgħodu aktarx tfisser tislim lil diversi nies xħin ra dak l-ilma kollu ma kienx jaf x' se jaqbad jagħmel ma niftakarx,il-jum tal-erbgħa l-i għadda sitta u għoxrin ta' ġunju ġġib miegħu nikket kbir għaliex fih inqerdu ħafna nies tal-ħaddiema kien għadu nimxi dak iż-żmien l-arloġġ qatt ma jitreġa' lura u n-nies li lna poġġejt fuq il-qiegħ hija li tifhimni mill-ewwel u kemm-xma l-air fil-mument tal-għeluq ta' dan il-jum jaqbel il-ġid li tkun għamiltlu kontra kif taħsebha s-stra soltu n-naħda ddeċieda li ma toqgħodx ċempillu minn qabel mustard ċifol mibruma fuq il-fuq ħġieġ ta' ġo għafra ħdejn għajn in-nannu salva għall-biċċa l-kbira tal-maltin passata fit-triq tar-repubblika sabta filgħodu aktarx tfisser diversi nies ra dak l-ilma kollu ma kienx jaf x'qed jaqbad jagħmel ma niftakarx
clip_032,42,18.441,8.619,0.467,0.0,0.0,0.449,0.2782,kien għadu ma ġiex f' tiegħu mija fil-mija sakemm ħin minnhom tefa siequ f' dik li ħaseb li kienet għadira oħra marija ħass li seta' jgħid kollox jekk niflaħ nimxi jien hawn lest biex niġi magħkom u iżjed ma twalet it-triq warajhom iżjed ħarsu lura u daħqu b' xulxin,kien għadu ma ġiex tiegħu mija fil-m sakemm ħin minnhom f'dak li ħaseb li kienet qaddira marija ħas li seta' jgħid kollox jien niflaħ nimxi hawn lest biex tiġi miegħek u jekk jasma twila tittrik ta' iktar ħares lura u daħqu x'in
clip_033,91,46.474,22.563,0.485,0.0,0.0,0.4105,0.2013,iżda attur professjonali jagħmel kull sagrifiċċju għall-arti tiegħu u bla data tat-twelid taħt l-ittra kien hemm fil-ġenb miktub bħala tifkira il-feluga siefret minn malta fl-erbgħa u għoxrin ta' ottubru bil-barnuża ħamra u l-qoffa tiġġerra ġol-bosk tlaqqat is-smida mill-platti tal-orsijiet ħamsa u sittin serjetà u qalu li se jibdew jagħmlu l-għassa mara oħra issa mastru gerfex kien qiegħed jaqilgħu minn postu qabel jidħol jorqod biex min iċempillu billejl isibu engaged bla kliem bdew mexjin 'il fuq f' ringiela wieħed wara l-ieħor u lilu mbuttawh f' nofshom x' inhu skantat ħasbet bejnha u bejn ruħha audrey emindel,iżda attur professjonali kull sagrifiċċju għall-arti tiegħu u bla data tat-twelid taħt l-ittra kien hemm fil-ġenb miktub bħala il-felaħja l-fergħa minn malta fl-erba' u għoxrin ta' ottubru bil-barnuża ħamra u l-qofra ġġorr fil-bosk tgħaqqad is-smied mill-platti ħamsa u sitt serja ta' u qal li se jibda jew jagħmlu l-għassa mara oħra issa s-sur gerf kien qed jaqla' minn post qabel jidħol jorqod biex min jċemplu bil-lejl isibu engaged bla kliem bdew mixjin il-ħwienet fuq fringija wieħed wara ieħor u lilu imbuttah f'nofs x'inhu skont ħasbet bejnha u bejniethom audrey mendel mħabbra
clip_034,46,20.99,9.977,0.475,0.0,0.0,0.3261,0.147,għax lill-irġiel ħallihom ftit waħedhom u dlonk jibdew isemmu dak x' għandu ma kienx ippreparat għal missila bħal dik ovvjament xogħol xi ġardinar tajjeb ħafna għax kien perfett it-tieġ kien wasal imma t-torok ġew malta u kien hemm bżonn li jieqaf kollox iżda b' differenza kbira,għax lill-irġiel ħallihom ftit u u l-dm u jibdew ismu dak x'għandu ma kienx ippreparat għal missila bħal dik ovvjament xogħol xi ġid ġardinar tajjeb ħafna għax kien it-tieġ kien hemm wasal imma t-torok ġew malta u kien hemm bzonn l-i jwaqqaf kollox imma b'differenza kbira
clip_035,86,49.801,23.791,0.478,0.0,0.0,0.5227,0.2226,bażilju ma qallibx malta kollha għaliha kienet tħobb tirrakkonta l-istejjer u l-ħrejjef li nibtu mid-danubju stejjer qodma u sbieħ xena wara l-oħra ġabet ċapċip li jtarrax il-kostumi laqqatniehom kif stajna tgħidx kemm qed nieħu gost għamlet sforz biex tqum titfi d-dawl neħħiet iz-żarbun minn saqajha u mteddet bil-ħwejjeġ b' kollox fuq is-sodda kemm ħasbitu iblah ommu għidli ma kif nista' nibqa' ngħix daż-żewġ ħajjiet jaħasra li ma kinux dawk il-ħġejjeġ li jkun jista' jgħix fl-akbar paċi tlaqna għajtet estella hi u nieżla t-taraġ biex jismagħha tommy u jitilqu,bazilju ma qalbix malta kollha kienet ħobbtu jirrakkonta l-istejjer u l-ħwejjeġ li nibtu minn dan il-danubju stejjer odma u sbieħ xana wara l-oħra ġabet ċappċip li il-kostum laqgħathom kif stajna tiexkem etni ħogħost għamlet sforz biex tneħħi d-dawl neħħiet il-żarbun min-n saqajha u mthedded bil-ħwejjeġ f'kollox x'sodda kemm ħasbu u iblaħ ommu għidli ma kif nista' nibqa' ngħix ta' żewġ ħajjiet ħa x-xogħol l-i ma kinux dawk il-ħġejjeġ li jkun jista' jgħid fil-paċi l-akbar tlaqna aida estella u niżel l-taraġ biex jisma' jismagħha tommi u jitilqu
clip_036,90,48.829,22.653,0.464,0.0,0.0,0.4257,0.1683,ħa nerġa' nidħol iltqajt mal-ħabib tiegħi alfred xon u petra kienu ttantaw xortihom biex jilbsu l-elmu u jippruvaw isuquh tħares lura lejn ħwejjiġha li ċkienu u ħalliethom fl-art fil-librerija t' anuba hawn fuq nuùr poġġa ktejjabimsaħħar bil-ħin iżda issa strieħ ħudu paċenzja bija imma m' iniex se nilgħab iżjed dwar dil-biċċa ma' victor qal de carlo inti għin lil ċarli u inti pawl irranġali dawn l-għarrin imsiemer kienet l-ewwel darba li stajt inħares bi sfida ġo dawk l-għajnejn ta' seqer bla ma nibża' minnhom u ħafna lgħobu attenzjonin biex tara x' tgħid u biex lil kulħadd ta tih li hu tiegħu,ħa nerġa' nidħol iltqajt mal-ħabib tiegħi alfred x'ġara ħadthom xortihom biex jilbsu u jippruvaw isuqu tħares lura lejn ħwejjeġha l-xkiet u ħallihom fl-art fil-librerija ta' nubia hawn fuq nur poġġa tajjeb imsaħħaħ bil-ħin iżda issa strieq ħudu paċenzja imma mhux se nilgħab iktar dwar il-biċċa ma' viktor qal de carlo jgħin lil charli u inti pawl irranġali dawn l-għarjiet mcmer kienet l-ewwel darba l-i stajt ħares b'isfida f'dawk l-għajnejn ta' saqra bla ma nibżax minnhom u ħafna laqu attenzjoni biex tara x'tgħid u biex lil kulħadd tagħtih li hu t'għel
clip_037,53,25.02,12.675,0.507,0.0,0.0,0.537,0.2878,aħna dorna s-sular t' isfel kollu u ma rajnihiex kompla tommy milli qalli fhimt li l-bastimenti ingliżi ġew maħbutin minn xi laneċ żgħar taljani u minn qtajja' kbar ta' ajruplani ġermaniżi u ġarrbu ħafna ħsara imma bil-ħoss tax-xita il-pitirross bilkemm seta' jifhem xi jkun qed jgħidlu mejxi meta dan ikellmu minn ġol-għeluq ta' qoxortu,aħna dorna s-sular t'isfel kull kollu u ma rajniex kompliet mill-li qal li fehem l-bastiment ingliżi ġew maħbubin minn xi xilanġ taljani u mill-qtugħ ajruplani ġermaniżi u ġarrbu ħafna ħsara imma bil-ħoss tax-xita il-peter ras bilkemm se jifhem x'inhu l-mument tal-mewt xi jkun qed jgħidlu miexi meta dan ikellem min ġo l-għeluq xorta
clip_038,91,46.219,22.381,0.484,0.0,0.0,0.6042,0.3493,il-laqgħa sa tkun oriġinali minħabba li ħa tgħinna naraw l-istorja bil-maqlub kienet serratura kbira bil-ħadida tagħha forma ta' maqrut neħilsek minn dawk li meta tirrakkontalhom ċajta jkompluhielek huma u tħossok tiħmar bil-mistħija xi ħaġa qed tiċċaqlaq hawn jien hawn jien f' loku l-agħar ġurnata ta' ħajti qal spiteri huwa u jżarma l-pistola bl-id ta' espert u kieku jkolli ngħi anqas kien għadhom bejniethom b' dik il-ġibda ta' qabel forsi għax iżżommu b' wieħed tal-professjoni fejn jidħol it-tagħlim jew inkella għax m' għandhiex triq oħra minn fejn tgħaddi x' inhi dil-kamra staqsiet estella malta tal-ġurnata ta' qabel,il-laqgħa se tkun oriġinali ħalli l-ħbieb ma naraw bil-mqabbel kbira bil-ħadida tagħha u l-forma ta' maqtugħ minn dawk li meta tirrakkontahom ikomplu jkomplu huma u t-tfossok ħamar bil-mistaħija xi ħaġa qed tiċċaqlaq aw nieen u onjin fl-għeluq il-ġurnata ta' ħajti hija l-ewwel ġurnata li għandi biex ngħix u jgħajjar mal-pistelli tal-bliet ta' l-espert u kif kull wieħed jgħid an askna tombe beinietom b'dak il-ġibda ta' qabel forsi għax iżomm wieħed ta' professjoni fejn jidħol it-tagħlim jew għax m'għandhiex triq oħra minn fejn x'inhi l-iktar kampanja staqsiet estella malta tal-ġurnata ta' qabel
clip_039,88,57.679,24.432,0.424,0.0,0.0,0.4674,0.2698,ir-ramel taħt saqajhom kien jinħass jikwi u meta rnexxielhom jiftħuhom mill-ġdid mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet mitejn sitta u erbgħin xogħol tal-injam għax-xogħol tal-ħadid werkxop ieħor bit-tornijiet ma kienx hemm bankijiet jew siġġijiet taf int qaxxruli xagħri xokkijiet solitri konfin konfajnment affarijiet hekk taf li mhux qiegħed f' postu tinsiex li qalbek ħadet battikata kbira mitejn wieħed u għoxrin ġenju ma jistax jissaporti l-pressa tagħfas dejjem iktar taħseb li qablek ma kellix nisa oħra jew,ir-ramel taħt saqajhom kien jinħass jikwi u meta jħalluhom jiftħuh mill-ġdid mija u sittin xogħol tal-injam għax-xogħol tal-ħadid workshop ieħor bit-tornijiet mija u erbgħin tal-injam għall-ħidma tax-xogħol workshop ieħor bit-tornijiet tnejn u erbgħin xogħol ta' l-ħidma ħamra għax-xogħol tal-ħadid workshop ieħor bit-toroq tal-qattus ma' ġonjiet ma kienx hemm banek jew siġġijiet taf int qxurli xagħri soltu sod konfinament affarijiet taf li mhux qiegħed post u li qalbek ħadet battita kbira mija wieħed hu l-ġenju ma jistax supporti l-press dejjem iktar taħseb l-i qabblek ma kellhiex nisa oħra jew
clip_040,93,55.958,24.789,0.443,0.0,0.0,0.5,0.1983,filwaqt li huma t-tlieta jinħmbew fil-pwales u jidħlu fuq dawk iż-ewġ nisa ċerta staqsieha l-ġuvni iżjed ma laħqitx kielet iżjed minn erba' mgħarfiet li ma reġax ħassha ħażin l-aħwa għajjat ir-rajjes kif rah hawn x' naħtfu iżda biex inkompli dwar l-azzjoni kattolika irrid inżid illi għalkemm kienu jeħduna għar-relis tal-ġunta sieħbu mark se jsuq kienu t-tiri tal-kanuni tagħna tliet ġimgħat imqabbad mal-blat fejn kien jitrejjaq bi ftit ħaxix ħażin ma tawhx ġewwa daqs il-jasar taħt idejn l-insara imbagħad minn taħt l-ilsien donnu qed jiddejjaq jgħidlu lissen din id-darba xort oħra,fil-waqt l-i huma tlieta jinħawwad ħawwel fil-pales u fuq dawk iż-żewġ ċerta staqsi għal ġuvni iż-żjat ma laħqitx kielet minn erba' marħbiet ma jerġax ħassu ħażin l-aħwa għajjat ir-raħal kif raħ hawn x'għin imma biex kompli dwar l-azzjoni katolika irrid inżid li għalkemm kienu jieħdu ħadna għal tal-ġunta seħbu mark se jsuq kien u t-tir ta' l-għada tal-kanuni tagħna tliet ġimgħat imqabbad ma' blat fejn kien jitraħ bi ftit ħaxix ħażin ma tawx ġewwa daqs il-ġabra taħt idejn l-insara imbagħad min-n taħt il-ilsien donnu qed iddejja jgħidlu li s-s din id-darba xort oħra
clip_041,38,21.497,9.92,0.461,0.0,0.0,0.4048,0.1585,f' għoxx ommok hu kompla kixef kollox billibgħathom jissimmgħu taħt it-tieqa kif tbegħdu kollha u ma deher ħadd iżjed dak il-bniedem qam minn fejn kien ju tu u tefgħlu ftit trab sewdieni li malajr inħall u tħallat mal-kafè li kien hemm fil-kikkra,fosxommok hu kompla kkaxxa kollox billi bagħthom jisimgħu taħt it-tieqa kif tbiegħdu kollha u ma deher ħadd dak il-bniedem qajjem minn fejn u t-tu u tefgħalu ftit trab sewdieni li malajr ħall u tħallat mal-kafè kien hemm fil-kikra
clip_042,68,35.183,16.495,0.469,0.0,0.0,0.6125,0.3691,imma meta l-għada fil-għodu ġakki fetaħ għajnejh sab ruħu ġol-kastell fis-shab kim jew kimberli kienet saret taf lil ralf waqt il-lezzjonijiet tal-ġuġitsu li kien beda jattendi minn xi ftit xhur qabel dam ġimgħa sħiħa jagħti bla nifs bil-mewt tħabbat ma' wiċċu l-ħin kollu u waqa' minn tulu mejjet m' għandu d-dritt jixlik b' xejn mija wieħed u tletin u noħlom u nitla' fis-sħab miegħu minn sidru tista' tibqa' tiela' t-taraġ sparat u ma tagħtix kashom mort il-ħanut ess għandi karozza,imma meta l-għada fil-għodu jacky f'għajn ħajna kim jew kimberly kienet saret taf lil raħ lezzjonijiet tal-ġustizzja li kien jattendu minn n xi ftit xhur qabel dam ġi messi ħayat bilan bil-mewt ħabbat wiċċu u l-ħin kollu u waqa' min-n tul ma jmexxi ma' l-għadu x'liek b'xejn wieħed u tletin u ħolma nitla' n-ni il-ħbieb tal-familja tista' tibda qed tara x-xatt u ma tagħti marret il-ħanut x antikaracha
